RefID,Make,Model,Year,City mileage,Highway mileage,Minimum Price,Maximum Price
536,Toyota,Corolla,2011,26,34,"13,400","15,350"
537,Pontiac,Grand Am,92,,,,
538,Honda,Civic,2003,26,30,"4,600","8,025"
539,Oldsmobile,Intrigue,1998,19,30,"1,975","2,625"
540,Saturn,Vue,2007,19,25,"8,925","5,875"
541,Oldsmobile,Cutlass Supreme,1997,,,,
542,,,,,,,
543,Volkswagen,Jetta,2006,22,30,"8,675","13,650"
544,Dodge,Ram,2005,,,,
545,Mazda,5,2008,,,,
546,Mazda,Protege,1995,26,32,"1,875","2,500"
547,Chevrolet,Trailblazer,2007,14,17,"11,600","19,100"
548,Nissan,Armada,2004,13,18,"11,950","13,100"
549,Toyota,Corolla,2006,26,34,"8,650","10,350"
550,Toyota,Corolla,2001,29,33,"4,000","4,450"
551,Volkswagen,Passat Wagon,1999,,,,
552,Oldsmobile,Aurora,1995,,,"2,475",
553,Pontiac,Montana,2003,,,"5,575","6,575"
554,Mercury,Milan,2010,18,25,"13,950","14,800"
555,Infiniti,G35,2007,18,25,"18,300","28,400"
556,Ford,Taurus,1994,18,26,"2,425","3,475"
557,Honda,Civic,2001,30,38,"3,900","5,425"
558,Honda,Accord,1995,25,31,"2,350","3,325"
559,,,,,,,
560,Mazda,Protege,1995,26,32,"1,875","2,500"
561,Subaru,Legacy,1990,,,,
562,Toyota,T100,1993,15,18,"2,875","3,225"
563,Toyota,Camry,1988,,,,
564,Lexus,IS 250,2011,,,,
565,Pontiac,Grand Prix,2003,,,,
566,GMC,Pickup,1997,,,,
567,Lincoln,Town Car,1991,,,,
568,Saturn,SL1,1999,,,,
569,,,,,,,
570,Honda,Civic,2000,30,35,"3,000","5,500"
571,,,,,,,
572,Ford,Contour,2000,20,29,"2,450","5,150"
573,Kia,Amanti,2006,17,25,"7,900","27,995"
574,Kia,Spectra,2002,22,30,"2,650","3,550"
575,Mazda,Miata,2000,,,,
576,Toyota,Camry,2010,19,28,"14,400","17,950"
577,Honda,Pilot,2005,17,22,"10,050","12,800"
578,Saturn,Vue,2003,,,"3,950",
579,Toyota,Camry,1997,19,25,"2,800","3,200"
580,Dodge,Ram 1500,2007,,,,
581,Ford,Mustang,1998,17,25,"5,325","12,500"
582,Ford,Fusion,2010,17,24,"13,350","17,650"
583,Subaru,Forester,2010,19,24,"17,450","22,100"
584,Toyota,Prius,2010,51,48,"16,100","22,795"
585,Toyota,Tacoma,2001,17,19,"7,125","13,850"
586,Toyota,Corolla,2004,29,38,"6,975","7,775"
587,Dodge,Neon,2001,24,31,"3,175","4,325"
588,Honda,Civic,2004,26,30,"5,900","9,200"
589,Mercury,Grand Marquis,1996,,,,
590,Chevrolet,Corsica,1996,,,"2,325",
591,Volkswagen,Beetle,2001,2121,2729,,
592,,,,,,,
593,Toyota,Camry,2008,19,28,"12,550","16,550"
594,Chevrolet,Silverado,2003,,,,
595,Ford,Focus,2008,24,33,"8,175","10,600"
596,Toyota,Corolla,1994,27,34,"2,875","3,350"
597,Honda,Accord,2000,20,28,"3,450","5,200"
598,Mercedes,E320 Cabriolet,1995,,,,
599,Saturn,Vue,2004,19,25,"4,800","3,075"
600,Mitsubishi,Galant,2000,20,27,"2,125","4,200"
601,Hyundai,Accent,2005,26,33,"4,850","5,425"
602,,,,,,,
603,Mazda,3,2007,,,,
604,Subaru,Legacy,2005,19,25,"9,675","16,750"
605,Saturn,Ion,2007,24,32,"6,575","11,450"
606,Hyundai,Sonata,2000,20,28,"2,775","3,725"
607,Jaguar,S-Type,2000,17,23,"4,850","5,775"
608,Buick,Regal,1996,20,29,"2,225","2,725"
609,Chevrolet,Cobalt,2006,23,29,"6,825","10,050"
610,Volvo,S40,2005,21,29,"7,425","8,525"
611,Ford,Windstar,2004,1.71718E+17,2.32323E+17,"410,037,253,125,262,000,000,000","597,554,504,850,407,000,000,000"
612,Honda,Accord,1995,25,31,"2,350","3,325"
613,Chevrolet,Malibu,1997,20,29,"3,400","3,975"
614,,,,,,,
615,Dodge,Magnum,2005,17,24,"8,950","10,850"
616,Toyota,Camry,2005,20,28,"9,200","12,300"
617,Chevrolet,Aveo,2006,24,34,"3,900","6,625"
618,Toyota,RAV4,2005,22,27,"11,200","22,500"
619,,,,,,,
620,Honda,Civic,2000,30,35,"3,000","5,500"
621,Buick,Park Avenue,1988,,,,
622,Nissan,Xterra,2010,15,20,"19,650","21,300"
623,Saturn,SC,1995,28,40,"11,895",
624,Mercedes,C230 Kompressor,2005,,,,
625,Honda,Accord EX,1992,,,,
626,Jeep,Liberty,2003,16,21,"6,225","7,125"
627,Buick,LeSabre,1999,19,30,"3,200","4,125"
628,Toyota,Sienna,2009,16,21,"15,700","25,500"
629,Chevrolet,Geo Tracker,1993,,,,
630,Honda,Civic Wagon,1983,,,,
631,Toyota,Previa,1991,,,,
632,,,,,,,
633,Ford,Taurus,2004,18,25,"4,900","6,425"
634,Kia,Rio,2005,24,31,"5,400","6,475"
635,Volvo,S40,2001,22,32,"4,950","5,750"
636,Nissan,Rogue,2008,21,26,"13,350","14,750"
637,Plymouth,Satellite,1975,,,,
638,Chevrolet,Astro,2000,15,19,"4,900","5,425"
639,Ford,Explorer,99,,,,
640,Chevrolet,Blazer,2000,15,18,"3,475","4,150"
641,Toyota,Camry,1996,20,27,"2,375","3,525"
642,Chrysler,Town & Country,2005,,,,
643,Ford,F250,2008,13,17,"10,000","28,400"
644,Toyota,Yaris,2008,29,35,"9,175","10,900"
645,Saturn,Ion,2003,24,32,"3,950","5,075"
646,Saturn,SC,2001,26,36,"12,680",
647,Kia,Spectra,EX,,,,
648,,,,,,,
649,Toyota,Corolla,1995,27,34,"3,150","3,675"
650,Toyota,Camry,2005,20,28,"9,200","12,300"
651,Honda,Civic,2000,30,35,"3,000","5,500"
652,Dodge,Dakota,2000,12,16,"5,100","8,275"
653,Chevrolet,Malibu,2003,20,29,"6,700","7,600"
654,Saturn,LS2,2000,,,,
655,Ford,F150,2004,14,18,"6,550","10,300"
656,Nissan,Xterra,2008,14,20,"16,500","17,800"
657,Audi,A4,2006,17,25,"11,150","15,100"
658,Honda,Accord,2002,20,28,"4,200","6,775"
659,Chevrolet,Cobalt,2010,22,30,"10,200","18,550"
660,Toyota,Camry,2003,21,29,"7,375","8,675"
661,Acura,Integra,2001,24,30,"5,325","11,200"
662,Toyota,Corolla,2007,30,38,"9,675","10,450"
663,Lincoln,Town Car,2007,,,,
664,Volvo,S40,2008,18,26,"12,100","13,050"
665,Nissan,Titan,2006,14,18,"10,150","15,500"
666,Mazda,SX4,2006,,,,
667,Hyundai,Elantra,2012,28,38,,
668,Chrysler,P.T. Cruiser,2002,,,,
669,Chevrolet,Cavalier,2000,22,29,"2,450","5,450"
670,Subaru,Impreza,2011,19,25,"15,700","23,900"
671,Honda,Accord,2007,20,29,"10,400","16,750"
672,Nissan,Murano,2009,18,23,"17,300","22,100"
673,Toyota,Corolla,2005,26,34,"7,950","9,275"
674,Nissan,Altima,2005,20,27,"8,075","12,850"
675,Hyundai,Sonata,2007,20,30,"10,000","12,450"
676,Oldsmobile,Bravada,2003,,,"6,425",
677,Saturn,SC,1998,28,39,"12,595",
678,Buick,Regal,2000,18,27,"3,850","4,850"
679,GMC,Yukon Denali,2004,,,,
680,Pontiac,Grand Am,2002,,,,
681,Dodge,Ram 1500,1997,,,,
682,Toyota,Camry,2005,20,28,"9,200","12,300"
683,Ford,Taurus,1995,18,26,"2,500","3,600"
684,Kia,Sedona,2004,16,22,"3,700","4,900"
685,Toyota,Camry,2005,20,28,"9,200","12,300"
686,,,,,,,
687,Saturn,Vue,2008,15,22,"11,900","15,400"
688,Toyota,Camry,2004,20,29,"8,350","10,800"
689,Ford,Explorer,1997,14,18,"20,085","21,485"
690,Mercury,Grand Marquis,2004,,,,
691,Pontiac,Bonneville,1994,19,28,"2,125","2,600"
692,Chrysler,P.T. Cruiser,2007,,,,
693,Nissan,Altima,2010,18,27,"14,150","20,400"
694,Chevrolet,Suburban,2001,14,16,"8,350","10,000"
695,,,,,,,
696,Ford,F150,2007,14,18,"14,900","33,100"
697,Ford,Taurus,2001,18,26,"3,400","4,525"
698,Saturn,SL1,2001,,,,
699,Dodge,Neon,2005,25,32,"13,800","16,110"
700,Mitsubishi,Lancer,2007,,,"7,800",
701,Honda,Civic,1998,30,35,"1,925","3,475"
702,Chrysler,Concorde,1997,17,25,"3,000","20,435"
703,Nissan,Altima,2001,21,28,"4,775","6,200"
704,Honda,Accord,2002,20,28,"4,200","6,775"
705,Jeep,Wrangler,1994,16,18,"4,225","5,625"
706,Honda,Accord,2010,17,25,"14,800","18,250"
707,Toyota,Corolla,1994,27,34,"2,875","3,350"
708,Audi,A4,2006,17,25,"11,150","15,100"
709,Chevrolet,S10,2001,,,,
710,Mazda,Protege,2001,25,30,"2,550","4,575"
711,Chevrolet,Suburban,1999,14,18,"25,775","28,375"
712,Mercedes,560 SL,1998,,,,
713,Acura,MDX,2007,17,22,"23,300","27,400"
714,Geo,Metro,1999,3.0303E+11,3.43434E+11,"1,875,182,518,251,770","2,075,200,019,752,100"
715,Dodge,Avenger,2008,15,24,"10,400","13,450"
716,Pontiac,Trans Am,1985,,,,
717,Honda,Odyssey,2011,18,27,"20,600","34,000"
718,,,,,,,
719,Toyota,Tercel,1995,31,39,"2,025","2,250"
720,Chrysler,Sebring,2003,20,27,"4,250","7,675"
721,Toyota,Sienna,2004,18,24,"8,650","13,050"
722,Ford,Explorer,1996,14,18,"2,600","2,975"
723,Mazda,B4000,2004,15,19,"8,050","11,200"
724,Toyota,Highlander,2004,18,22,"10,450","11,800"
725,,,,,,,
726,Mitsubishi,Lancer,2003,24,31,,
727,Nissan,Versa,2011,24,31,"10,350","13,950"
728,Toyota,RAV4,2011,19,26,"18,900","22,700"
729,Mini,Cooper,2009,25,34,,
730,Dodge,Neon,2005,25,32,"13,800","16,110"
731,Ford,Explorer,2004,15,19,"5,725","8,700"
732,Acura,RSX,2003,24,31,"8,250","9,475"
733,Subaru,Legacy,1991,,,,
734,Ford,Taurus,2004,18,25,"4,900","6,425"
735,Chrysler,Aspen,2007,14,18,"16,750","18,850"
736,Honda,Accord,2005,20,30,"9,075","12,900"
737,Ford,Contour,1999,19,21,"2,025","4,700"
738,Dodge,Dakota,1998,13,17,"4,325","6,325"
739,Toyota,Yaris,2008,29,35,"9,175","10,900"
740,Chevrolet,Caprice,1985,,,,
741,Chevrolet,Suburban,1998,19,19,"25,065","27,665"
742,Buick,Century,2000,20,30,"3,875","19,840"
743,Ford,F150,2008,13,17,"9,450","26,600"
744,Suzuki,Aerio,2006,24,29,"14,099","16,099"
745,Volkswagen,Jetta,2000,19,28,"2,575","4,775"
746,Mercury,Villager,1997,17,23,"3,125","4,350"
747,Volvo,S70,1998,23,23,"2,375","4,175"
748,Ford,Focus,2004,21,28,"5,075","7,325"
749,Chrysler,Town & Country,2008,,,,
750,Dodge,Grand Caravan,2001,,,,
751,Toyota,Corolla,2009,22,30,"11,750","15,350"
752,Chevrolet,Suburban,2005,14,18,"13,550","14,950"
753,Honda,Civic,1998,30,35,"1,925","3,475"
754,,,,,,,
755,Honda,Accord,2004,20,30,"7,300","10,900"
756,,,,,,,
757,GMC,Safari,2000,15,19,"4,900","5,425"
758,Toyota,Camry,2009,19,28,"13,800","17,200"
759,,,,,,,
760,Mitsubishi,Expo LRV,1992,,,,
761,Pontiac,Sunfire,1999,22,29,"2,625","4,475"
762,Volkswagen,Passat,2000,17,24,"4,175","7,475"
763,Oldsmobile,Intrigue,2001,19,28,"3,200","4,700"
764,Honda,Civic,1994,29,35,"1,800","2,600"
765,Hyundai,Elantra,2002,24,33,"4,125","4,675"
766,Ford,Mustang,2000,17,24,"5,300","7,925"
767,Toyota,Yaris,2008,29,35,"9,175","10,900"
768,Mercury,Sable LS,1998,,,,
769,Honda,Civic LX,2004,,,,
770,Ducati,Monster,2001,,,,
771,Nissan,Sentra,2006,23,28,"7,425","9,400"
772,Nissan,Infiniti G20,2000,,,,
773,Audi,A4,1994,2.02021E+37,3.03029E+37,"264,002,210,019,150,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","3,180,027,100,291,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
774,Ford,Explorer,2001,14,19,"3,575","4,175"
775,Chrysler,Aspen,2008,13,17,"18,950","42,600"
776,Ford,Escort,1995,88,88,"1,700","2,075"
777,,,,,,,
778,Honda,Accord,1995,25,31,"2,350","3,325"
779,Audi,A4 Cabriolet,2005,,,,
780,Ford,Expedition,2009,12,18,"21,500","30,400"
781,Nissan,Pathfinder,2002,15,18,"4,000","5,175"
782,Honda,Pilot,2009,16,22,"20,100","27,100"
783,Buick,Century,1998,20,29,"3,250","3,775"
784,Honda,Accord,1998,20,28,"2,900","4,425"
785,Nissan,Quest,1996,17,23,"3,025","4,150"
786,Ford,Escort,1995,88,88,"1,700","2,075"
787,Volkswagen,Jetta GLI,2006,,,,
788,Saturn,SL1,2002,,,,
789,Honda,Civic,2006,23,32,"8,550","12,500"
790,,,,,,,
791,Chrysler,Sebring,2005,21,28,"5,250","11,050"
792,Chevrolet,Comfort,2004,,,,
793,Buick,Rendezvous,2004,18,24,"6,050","7,925"
794,Mini,Cooper,2002,25,32,,
795,Cadillac,Fleetwood Brougham,1991,,,,
796,Saturn,L200,2002,,,,
797,Jeep,Compass Limited,2007,,,,
798,Toyota,Corolla,1996,29,34,"3,150","3,825"
799,BMW,520i,2007,,,,
800,Hyundai,Elantra,2006,24,32,"6,075","6,450"
801,Ford,Explorer,2006,14,20,"8,175","14,400"
802,Honda,Fit,2011,27,33,"15,000","15,950"
803,Toyota,Corolla S,2006,,,,
804,Ford,Fusion,2007,19,26,"9,050","11,500"
805,Buick,Park Avenue,2001,,,,
806,BMW,328is,1996,,,,
807,Kia,Sedona,2005,16,22,"4,800","6,200"
808,Ford,Taurus,2004,18,25,"4,900","6,425"
809,Chevrolet,Cavalier,2003,24,32,"3,625","4,550"
810,Honda,Element,2003,20,23,"5,950","8,350"
811,Honda,CRV,2007,,,,
812,GMC,Sierra SL,1991,,,,
813,Geo,Prizm,1990,,,,
814,Kia,Optima,2009,20,28,"11,900","15,950"
815,Nissan,Altima,1996,24,30,"1,925","3,000"
816,,,,,,,
817,Dodge,Durango,1999,12,16,"2,700","26,055"
818,Toyota,Corolla,2008,26,35,"10,800","11,700"
819,Toyota,Avalon,2007,22,31,"13,150","17,250"
820,Ford,Mustang,2001,18,25,"5,375","15,100"
821,Nissan,Maxima,2008,19,25,"14,300","15,400"
822,BMW,335i,2010,,,,
823,Ford,Escort,1999,25,33,"2,225","2,675"
824,Jeep,Cherokee Sport,1997,,,,
825,Ford,Mustang,2001,18,25,"5,375","15,100"
826,Ford,Escape,2009,17,24,"12,050","17,300"
827,Ford,Taurus,2000,19,27,"3,200","3,900"
828,Toyota,Corolla,1995,27,34,"3,150","3,675"
829,,,,,,,
830,Toyota,Camry,2007,22,31,"12,200","16,450"
831,Scion,XB,2008,22,28,"12,600","15,650"
832,Lincoln,Marquis,1990,,,,
833,GMC,Terrain,2010,17,24,"19,700","22,700"
834,Nissan,Sentra,1996,30,40,"2,175","2,900"
835,Toyota,Camry,2000,19,27,"3,800","4,275"
836,Isuzu,VehiCROSS,1999,,,"5,900",
837,Mitsubishi,Outlander,2004,20,26,"7,425","8,325"
838,Chrysler,300,2010,17,23,"17,200","29,900"
839,Hyundai,Santa Fe,2007,,,,
840,Chevrolet,Aveo,2007,26,34,"100,000","12,010"
841,Ford,Focus,2004,21,28,"5,075","7,325"
842,Chevrolet,Cavalier,1998,22,32,"2,275","4,100"
843,Pontiac,Grand Prix,2004,,,,
844,Volkswagen,Jetta,2007,22,30,"9,550","13,050"
845,Honda,Civic,2003,26,30,"4,600","8,025"
846,Toyota,Tacoma,2003,17,19,"7,425","15,300"
847,Acura,Integra,1995,25,31,"1,900","2,700"
848,,,,,,,
849,,,,,,,
850,Toyota,Camry,1995,20,28,"2,125","3,175"
851,Chevrolet,Cobalt,2006,23,29,"6,825","10,050"
852,Toyota,Highlander,2006,18,24,"7,750","7,750"
853,Chevrolet,Cobalt,2007,22,30,"7,500","10,550"
854,Mercury,Cougar,1996,19,26,"3,575","17,430"
855,Subaru,Impreza,2008,19,24,"19,150","29,100"
856,Chevrolet,Impala,2009,17,27,"12,800","17,300"
857,Ford,Escort,2001,26,33,"3,125","12,340"
858,Nissan,Murano,2005,20,24,"9,975","12,650"
859,,,,,,,
860,Mercury,Tracer,1997,25,34,"2,075","2,600"
861,Hyundai,Elantra,2008,24,33,"10,050","10,600"
862,Cadillac,CTS,2009,16,25,"22,900","22,900"
863,Plymouth,Grand Voyager,1990,,,,
864,,,,,,,
865,Toyota,Corolla,2008,26,35,"10,800","11,700"
866,Oldsmobile,Alero,2000,20,30,"2,550","4,025"
867,Jeep,Compass,2007,23,26,"10,500","11,900"
868,Mazda,MX-5,2011,,,,
869,Chevrolet,,1995,,,,
870,Ford,Taurus,2002,19,26,"3,725","4,850"
871,Mercury,Sable,2002,18,26,"3,725","4,950"
872,Nissan,Sentra,2009,21,29,"11,300","14,550"
873,Honda,Civic,2008,21,29,"9,925","20,900"
874,Ford,E250,2010,22,22,"17,150","19,000"
875,Nissan,Sentra,1998,23,31,"2,400","3,725"
876,Ford,Focus,2005,23,32,"5,475","7,800"
877,Ford,Taurus,2009,17,24,"12,550","15,150"
878,Saturn,SC2,2002,,,,
879,Honda,Civic,1998,30,35,"1,925","3,475"
880,Subaru,Impreza,2009,18,24,"28,200","28,200"
881,Dodge,Caravan,2005,19,26,"4,850","6,425"
882,Ford,Windstar,2001,18,23,"3,725","5,450"
883,Volkswagen,Beetle,2003,2121,2729,,
884,Lexus,SE 400,1998,,,,
885,Acura,TL,2009,17,25,"23,500","28,500"
886,Mercedes,CLK,2005,,,,
887,Toyota,,2008,,,,
888,Nissan,Murano,2004,20,24,"10,450","11,150"
889,Chevrolet,Venture,2004,18,24,"6,175","7,775"
890,Saturn,SL,1997,26,37,,
891,Ford,Focus,2000,25,31,"3,875","5,075"
892,,,,,,,
893,Honda,Accord,2010,17,25,"14,800","18,250"
894,Mazda,3,2010,,,,
895,Ford,Explorer Sport,2001,,,,
896,Toyota,Camry,2004,20,29,"8,350","10,800"
897,Saab,9-3',2003,,,,
898,Chevrolet,Tahoe,2003,14,18,"8,875","9,950"
899,Ford,Escape,2004,18,23,"5,375","8,350"
900,Dodge,Grand Caravan,2005,,,,
901,Toyota,Corolla,2006,26,34,"8,650","10,350"
902,Ford,Explorer,2000,14,20,"2,775","4,225"
903,Ford,F150,2001,12,16,"7,025","19,000"
904,Ford,Focus,2005,23,32,"5,475","7,800"
905,Oldsmobile,Alero,1999,20,28,"1,925","3,600"
906,Subaru,Impreza,2005,19,26,"14,800","18,250"
907,Toyota,Prius,2006,60,51,"10,650","11,200"
908,Subaru,Liberty,1995,,,,
909,Dodge,Caravan,2009,1.91919E+31,2.62626E+31,"5,025,485,039,503,520,000,000,000,000,000,000,000,000","6,750,642,550,755,050,000,000,000,000,000,000,000,000"
910,Dodge,Grand Caravan,2011,,,,
911,Chevrolet,Impala,2002,19,29,"3,850","4,925"
